,0
206,32.285714285714285
207,31.0
208,30.5
209,28.83333333333333
210,30.0
211,31.571428571428573
212,32.5
213,32.5
214,29.5
215,27.166666666666668
216,28.375
217,28.5
218,27.166666666666668
219,29.428571428571427
220,30.0
221,29.5
222,30.75
223,29.666666666666668
224,27.714285714285715
225,26.6
226,27.428571428571427
227,28.33333333333333
228,28.166666666666668
229,27.375
230,28.33333333333333
231,29.166666666666668
232,31.285714285714285
233,32.0
234,29.0
235,32.0
236,32.142857142857146
237,30.142857142857142
238,31.5
239,29.166666666666668
240,29.0
241,30.0
242,31.857142857142858
243,32.75
244,31.714285714285715
245,31.666666666666668
246,30.571428571428573
247,30.83333333333333
248,28.0
249,31.0
250,29.666666666666668
251,30.857142857142858
252,31.166666666666668
253,31.142857142857142
254,30.5
255,31.625
256,29.666666666666668
257,29.25
258,29.142857142857142
259,29.8
260,28.666666666666668
261,25.2
262,28.33333333333333
263,30.285714285714285
264,30.75
265,28.571428571428573
266,28.2
267,29.0
268,30.0
269,28.142857142857142
270,26.857142857142858
271,28.285714285714285
272,29.2
273,28.6
274,24.83333333333333
275,28.5
276,29.75
277,29.714285714285715
278,29.2
279,30.83333333333333
280,29.428571428571427
281,23.857142857142858
282,26.142857142857142
283,27.166666666666668
284,27.714285714285715
285,25.857142857142858
286,26.428571428571427
287,26.857142857142858
288,26.33333333333333
289,24.571428571428573
290,24.33333333333333
291,24.875
292,27.8
293,25.0
294,23.857142857142858
295,22.8
296,23.0
297,22.875
298,22.666666666666668
299,23.0
300,22.857142857142858
301,23.666666666666668
302,23.428571428571427
303,21.625
304,20.625
305,21.166666666666668
306,18.83333333333333
307,20.571428571428573
308,20.142857142857142
309,18.0
310,19.857142857142858
311,16.833333333333332
312,18.857142857142858
313,16.571428571428573
314,17.75
315,17.625
316,17.0
317,16.625
318,15.571428571428571
319,18.5
320,17.875
321,18.25
322,17.875
323,17.625
324,18.142857142857142
325,19.125
326,21.25
327,21.25
328,19.125
329,18.625
330,17.75
331,17.875
332,18.0
333,17.25
334,17.5
335,17.142857142857142
336,17.142857142857142
337,16.125
338,16.0
339,16.5
340,16.125
341,15.5
342,16.625
343,17.75
344,17.142857142857142
345,16.142857142857142
346,15.5
347,15.25
348,14.75
349,14.875
350,16.125
351,15.375
352,14.75
353,15.25
354,14.25
355,13.5
356,13.666666666666666
357,12.125
358,11.875
359,10.875
360,10.571428571428571
361,12.375
362,14.5
363,13.375
364,11.0
365,12.5
366,12.875
367,12.375
368,11.428571428571429
369,12.142857142857142
370,11.875
371,12.833333333333334
372,12.375
373,12.125
374,12.875
375,14.0
376,14.875
377,12.0
378,12.285714285714286
379,12.0
380,12.5
381,14.5
382,14.625
383,13.571428571428571
384,15.25
385,15.625
386,13.875
387,11.75
388,14.375
389,16.625
390,16.625
391,14.875
392,14.5
393,14.75
394,14.0
395,15.25
396,18.428571428571427
397,18.857142857142858
398,17.0
399,18.5
400,19.625
401,13.625
402,12.875
403,12.625
404,13.375
405,13.25
406,15.25
407,13.0
408,12.375
409,13.5
410,15.125
411,15.25
412,15.125
413,16.125
414,17.125
415,16.625
416,16.5
417,16.375
418,18.125
419,18.75
420,18.625
421,15.625
422,16.142857142857142
423,16.125
424,17.875
425,18.75
426,18.875
427,18.375
428,18.5
429,19.875
430,22.0
431,20.0
432,20.714285714285715
433,20.0
434,19.0
435,19.625
436,21.625
437,23.125
438,26.25
439,24.857142857142858
440,21.75
441,21.5
442,22.5
443,25.0
444,22.75
445,22.375
446,24.625
447,25.125
448,23.5
449,24.428571428571427
450,25.875
451,24.125
452,24.125
453,24.875
454,26.75
455,25.0
456,25.857142857142858
457,27.375
458,30.125
459,27.25
460,25.75
461,25.75
462,26.375
463,28.142857142857142
464,29.125
465,26.875
466,27.625
467,29.0
468,27.125
469,26.375
470,24.25
471,25.625
472,27.0
473,28.0
474,29.375
475,29.125
476,29.375
477,30.625
478,31.5
479,30.625
480,31.5
481,32.125
482,33.25
483,34.875
484,34.375
485,31.75
486,31.875
487,29.75
488,29.571428571428573
489,31.75
490,31.375
491,30.5
492,30.0
493,29.625
494,28.0
495,25.25
496,26.875
497,29.5
498,31.125
499,29.875
500,31.5
501,32.375
502,31.125
503,33.0
504,33.25
505,34.625
506,31.5
507,31.5
508,30.125
509,31.875
510,33.625
511,35.25
512,33.125
513,34.625
514,32.75
515,32.75
516,34.875
517,35.25
518,36.875
519,37.5
520,38.5
521,37.625
522,37.875
523,37.25
524,37.625
525,32.875
526,30.25
527,30.5
528,33.875
529,36.375
530,36.875
531,33.875
532,35.75
533,38.0
534,36.875
535,34.5
536,32.125
537,33.0
538,32.25
539,32.5
540,34.75
541,34.875
542,33.0
543,32.0
544,31.375
545,29.5
546,28.875
547,31.38888888888889
548,34.705882352941174
549,30.625
550,34.0
551,35.0
552,36.0
553,36.125
554,36.625
555,35.875
556,31.625
557,32.375
558,33.125
559,32.625
560,30.75
561,27.25
562,29.875
563,30.875
564,32.125
565,31.625
566,30.625
567,30.5
568,30.75
569,32.5
570,31.714285714285715
571,30.0
572,30.25
573,31.875
574,32.5
575,33.25
576,30.125
577,31.5
578,30.5
579,29.75
580,32.125
581,31.125
582,31.0
583,29.235294117647054
584,28.5
585,31.125
586,32.125
587,32.125
588,30.375
589,31.125
590,30.428571428571427
591,31.375
592,31.875
593,33.0
594,33.25
595,32.5
596,33.0
597,33.125
598,33.125
599,33.875
600,34.125
601,33.857142857142854
602,29.625
603,30.375
604,28.625
605,27.625
606,29.428571428571427
607,29.25
608,28.625
609,27.875
610,26.5
611,28.5
612,31.0
613,31.25
614,31.0
615,28.75
616,26.571428571428573
617,28.5
618,29.375
619,29.125
620,29.625
621,30.625
622,30.625
623,30.5
624,31.0
625,31.125
626,30.5
627,30.625
628,31.0
629,29.625
630,30.0
631,30.0
632,30.5
633,30.25
634,30.5
635,30.625
636,30.428571428571427
637,30.375
638,30.5
639,31.0
640,30.625
641,30.625
642,31.0
643,28.75
644,27.625
645,27.125
646,25.714285714285715
647,26.0
648,27.625
649,24.5
650,24.5
651,23.0
652,25.0
653,24.0
654,23.75
655,24.75
656,25.625
657,25.75
658,25.25
659,25.5
660,25.25
661,25.125
662,24.875
663,25.125
664,24.75
665,23.875
666,23.375
667,22.5
668,22.875
669,23.375
670,23.625
671,22.75
672,23.0
673,24.0
674,23.875
675,24.125
676,21.375
677,19.25
678,19.625
679,18.5
680,18.375
681,18.625
682,18.25
683,17.75
684,17.625
685,17.5
686,20.375
687,18.25
688,19.875
689,17.125
690,16.875
691,16.5
692,19.625
693,18.125
694,19.375
695,20.25
696,19.75
697,20.0
698,21.375
699,25.0
700,21.25
701,17.75
702,18.25
703,17.25
704,17.0
705,15.285714285714286
706,21.5
707,19.625
708,17.5
709,16.0
710,16.875
711,16.625
712,17.75
713,12.875
714,11.75
715,11.75
716,11.25
717,9.5
718,9.375
719,9.625
720,9.875
721,9.25
722,10.75
723,10.375
724,9.0
725,11.125
726,11.625
727,12.375
728,14.75
729,14.875
730,15.125
731,14.125
732,14.0
733,12.0
734,9.625
735,10.0
736,10.625
737,11.125
738,11.0
739,10.625
740,12.25
741,12.0
742,12.375
743,13.0
744,13.5
745,13.0
746,13.75
747,13.375
748,13.25
749,12.625
750,14.625
751,12.375
752,13.25
753,13.75
754,13.25
755,11.714285714285714
756,11.5
757,12.75
758,13.75
759,15.0
760,17.375
761,16.75
762,14.625
763,14.625
764,15.125
765,15.875
766,16.625
767,16.875
768,15.75
769,16.0
770,15.5
771,17.25
772,19.375
773,18.875
774,20.625
775,21.142857142857142
776,21.25
777,22.75
778,22.75
779,21.875
780,22.142857142857142
781,21.5
782,22.875
783,23.125
784,20.0
785,19.25
786,21.25
787,17.375
788,17.5
789,16.25
790,16.75
791,18.75
792,20.0
793,18.375
794,19.5
795,18.125
796,17.75
797,18.25
798,20.5
799,21.375
800,21.5
801,17.625
802,19.857142857142858
803,20.875
804,20.25
805,21.125
806,22.5
807,24.875
808,25.125
809,24.75
810,25.75
811,26.625
812,28.5
813,27.375
814,27.0
815,25.0
816,23.5
817,25.25
818,26.428571428571427
819,28.714285714285715
820,24.5
821,21.0
822,23.571428571428573
823,25.0
824,23.75
825,25.625
826,26.0
827,27.125
828,28.25
829,24.375
830,24.75
831,26.25
832,27.625
833,25.25
834,28.125
835,30.125
836,32.125
837,32.875
838,31.75
839,30.75
840,30.75
841,31.125
842,30.5
843,28.75
844,30.125
845,31.0
846,31.25
847,32.625
848,31.25
849,30.125
850,31.0
851,30.875
852,32.125
853,34.125
854,35.42857142857143
855,34.125
856,35.125
857,35.125
858,34.0
859,33.125
860,27.75
861,29.625
862,28.5
863,30.0
864,33.25
865,35.375
866,31.5
867,33.125
868,35.625
869,36.25
870,37.375
871,36.0
872,37.75
873,35.25
874,33.75
875,34.75
876,35.125
877,32.25
878,34.25
879,29.375
880,31.625
881,28.625
882,31.875
883,32.625
884,33.375
885,35.0
886,36.5
887,37.625
888,36.625
889,35.625
890,35.875
891,31.125
892,27.0
893,31.0
894,32.375
895,33.875
896,35.125
897,35.875
898,33.125
899,30.375
900,32.125
901,31.5
902,37.25
903,26.625
904,31.125
905,32.625
906,34.25
907,31.125
908,30.875
909,32.0
910,33.75
911,33.0
912,34.125
913,35.714285714285715
914,27.875
915,28.125
916,31.25
917,29.625
918,26.625
919,25.5
920,25.5
921,29.875
922,30.875
923,33.375
924,31.75
925,30.75
926,29.5
927,30.125
928,29.125
929,31.375
930,32.25
931,32.125
932,32.0
933,30.857142857142858
934,30.0
935,29.625
936,29.5
937,28.5
938,29.0
939,29.0
940,28.25
941,29.625
942,31.5
943,29.428571428571427
944,29.59375
945,29.5
946,29.25
947,28.875
948,27.375
949,30.375
950,28.375
951,30.75
952,32.0
953,30.875
954,28.5
955,28.625
956,30.75
957,29.125
958,31.25
959,30.75
960,29.375
961,30.25
962,29.875
963,30.75
964,32.0
965,32.0
966,32.5
967,32.0
968,32.25
969,32.625
970,31.857142857142858
971,32.125
972,31.875
973,31.625
974,32.0
975,30.875
976,31.25
977,31.5
978,31.625
979,31.0
980,31.25
981,30.75
982,32.142857142857146
983,32.125
984,31.875
985,33.0
986,32.375
987,31.375
988,31.0
989,30.625
990,29.142857142857142
991,30.125
992,30.25
993,28.625
994,28.25
995,28.5
996,29.25
997,28.714285714285715
998,28.25
999,29.0
1000,29.0
1001,28.125
1002,28.285714285714285
1003,30.0
1004,29.0
1005,28.875
1006,28.375
1007,28.625
1008,28.375
1009,28.5
1010,28.5
1011,28.571428571428573
1012,29.25
1013,29.5
1014,28.125
1015,27.5
1016,27.875
1017,28.0
1018,26.857142857142858
1019,28.142857142857142
1020,27.714285714285715
1021,26.5
1022,24.75
1023,24.0
1024,24.875
1025,26.375
1026,25.625
1027,24.75
1028,20.875
1029,22.125
1030,22.375
1031,22.375
1032,22.875
1033,23.375
1034,24.0
1035,23.75
1036,22.125
1037,22.875
1038,21.875
1039,21.875
1040,21.75
1041,22.75
1042,21.875
1043,21.875
1044,22.375
1045,22.375
1046,22.5
1047,21.875
1048,19.875
1049,18.5
1050,18.5
1051,18.5
1052,18.75
1053,18.625
1054,17.0
1055,18.5
1056,19.375
1057,20.0
1058,18.5
1059,18.75
1060,18.125
1061,19.5
1062,19.25
1063,18.125
1064,17.625
1065,17.625
1066,17.5
1067,17.125
1068,17.625
1069,18.428571428571427
1070,18.375
1071,19.0
1072,17.25
1073,13.25
1074,12.875
1075,13.25
1076,13.125
1077,13.0
1078,12.25
1079,12.875
1080,12.375
1081,11.75
1082,12.625
1083,12.0
1084,12.5
1085,11.25
1086,11.5
1087,12.75
1088,15.375
1089,17.125
1090,16.375
1091,15.5
1092,15.0
1093,14.714285714285714
1094,14.0
